,date,sun,price,date
608,2017-06-20,18.19,3633,2017-06-20
609,2017-06-21,20.45,3674,2017-06-21
610,2017-06-22,21.89,3666,2017-06-22
611,2017-06-23,25.84,3632,2017-06-23
612,2017-06-26,16.87,3471,2017-06-26
613,2017-06-27,15.44,3432,2017-06-27
614,2017-06-28,16.18,3439,2017-06-28
615,2017-06-29,20.04,3475,2017-06-29
616,2017-06-30,18.01,3492,2017-06-30
617,2017-07-03,5.89,3455,2017-07-03
618,2017-07-04,16.1,3473,2017-07-04
619,2017-07-05,17.4,3495,2017-07-05
620,2017-07-06,14.37,3489,2017-07-06
621,2017-07-07,8.47,3467,2017-07-07
622,2017-07-10,4.89,3595,2017-07-10
623,2017-07-11,18.07,3658,2017-07-11
624,2017-07-12,18.81,3697,2017-07-12
625,2017-07-13,22.48,3745,2017-07-13
626,2017-07-14,19.52,3804,2017-07-14
627,2017-07-17,7.01,3923,2017-07-17
628,2017-07-18,12.91,3924,2017-07-18
629,2017-07-19,16.45,3982,2017-07-19
630,2017-07-20,19.12,3913,2017-07-20
631,2017-07-21,18.16,3801,2017-07-21
632,2017-07-24,6.55,3619,2017-07-24
633,2017-07-25,17.87,3672,2017-07-25
634,2017-07-26,26.1,3730,2017-07-26
635,2017-07-27,21.15,3762,2017-07-27
636,2017-07-28,8.17,3757,2017-07-28
637,2017-07-31,2.67,3774,2017-07-31
638,2017-08-01,18.95,3688,2017-08-01
639,2017-08-02,16.07,3623,2017-08-02
640,2017-08-03,23.3,3590,2017-08-03
641,2017-08-04,21.11,3523,2017-08-04
642,2017-08-07,22.1,3688,2017-08-07
643,2017-08-08,14.7,3601,2017-08-08
644,2017-08-09,5.2,3464,2017-08-09
645,2017-08-10,10.93,3362,2017-08-10
646,2017-08-11,17.33,3486,2017-08-11
647,2017-08-14,4.37,3644,2017-08-14
648,2017-08-16,11.99,3706,2017-08-16
649,2017-08-17,17.12,3626,2017-08-17
650,2017-08-18,14.43,3574,2017-08-18
651,2017-08-21,8.02,3644,2017-08-21
652,2017-08-22,16.9,3677,2017-08-22
653,2017-08-23,16.59,3673,2017-08-23
654,2017-08-24,9.79,3692,2017-08-24
655,2017-08-25,20.18,3777,2017-08-25
656,2017-08-28,10.54,4389,2017-08-28
657,2017-08-29,21.31,4612,2017-08-29
658,2017-08-30,7.43,4812,2017-08-30
659,2017-08-31,21.96,4872,2017-08-31
660,2017-09-01,23.1,4851,2017-09-01
661,2017-09-04,19.45,5083,2017-09-04
662,2017-09-05,6.26,5092,2017-09-05
663,2017-09-06,4.71,5160,2017-09-06
664,2017-09-07,16.34,5252,2017-09-07
665,2017-09-08,14.03,5282,2017-09-08
666,2017-09-11,7.02,5376,2017-09-11
667,2017-09-12,16.94,5423,2017-09-12
668,2017-09-13,21.05,5547,2017-09-13
669,2017-09-14,20.52,5731,2017-09-14
670,2017-09-15,17.76,5740,2017-09-15
671,2017-09-18,18.17,5428,2017-09-18
672,2017-09-19,10.02,5343,2017-09-19
673,2017-09-20,20.25,5242,2017-09-20
674,2017-09-21,20.04,5063,2017-09-21
675,2017-09-22,17.99,4880,2017-09-22
676,2017-09-25,14.73,4367,2017-09-25
677,2017-09-26,16.82,4217,2017-09-26
678,2017-09-27,6.25,4050,2017-09-27
679,2017-09-28,18.01,3995,2017-09-28
680,2017-09-29,16.83,3913,2017-09-29
681,2017-10-10,9.56,2955,2017-10-10
682,2017-10-11,4.16,2926,2017-10-11
683,2017-10-12,2.78,2992,2017-10-12
684,2017-10-13,14.59,3062,2017-10-13
685,2017-10-16,9.67,3413,2017-10-16
686,2017-10-17,15.25,3579,2017-10-17
687,2017-10-18,5.59,3638,2017-10-18
688,2017-10-19,11.18,3624,2017-10-19
689,2017-10-20,14.99,3609,2017-10-20
690,2017-10-23,14.34,3547,2017-10-23
691,2017-10-24,13.19,3544,2017-10-24
692,2017-10-25,13.41,3567,2017-10-25
693,2017-10-26,11.2,3573,2017-10-26
694,2017-10-27,9.38,3633,2017-10-27
695,2017-10-30,14.12,3937,2017-10-30
696,2017-10-31,13.7,4077,2017-10-31
697,2017-11-01,10.18,4209,2017-11-01
698,2017-11-02,6.75,4305,2017-11-02
699,2017-11-03,5.25,4440,2017-11-03
700,2017-11-06,12.27,4652,2017-11-06
701,2017-11-07,11.07,4670,2017-11-07
702,2017-11-08,9.79,4724,2017-11-08
703,2017-11-09,11.97,4735,2017-11-09
704,2017-11-10,6.55,4775,2017-11-10
705,2017-11-13,5.62,5012,2017-11-13
706,2017-11-14,10.26,5083,2017-11-14
707,2017-11-15,8.8,5117,2017-11-15
708,2017-11-16,11.6,5110,2017-11-16
709,2017-11-17,5.5,5126,2017-11-17
710,2017-11-20,9.38,5128,2017-11-20
711,2017-11-21,10.46,5103,2017-11-21
712,2017-11-22,3.97,5083,2017-11-22
713,2017-11-23,5.92,5066,2017-11-23
714,2017-11-24,5.01,5054,2017-11-24
715,2017-11-27,10.1,5004,2017-11-27
716,2017-11-28,6.07,4991,2017-11-28
717,2017-11-29,9.05,4974,2017-11-29
718,2017-11-30,10.63,5006,2017-11-30
719,2017-12-04,9.34,4976,2017-12-04
720,2017-12-05,10.22,4981,2017-12-05
721,2017-12-06,7.34,4953,2017-12-06
722,2017-12-07,5.46,4935,2017-12-07
723,2017-12-08,9.92,4837,2017-12-08
724,2017-12-11,5.67,4558,2017-12-11
725,2017-12-12,10.3,4509,2017-12-12
726,2017-12-13,10.22,4481,2017-12-13
727,2017-12-14,7.67,4499,2017-12-14
728,2017-12-15,6.36,4569,2017-12-15
729,2017-12-18,8.52,5041,2017-12-18
730,2017-12-19,8.93,5149,2017-12-19
731,2017-12-20,8.22,5181,2017-12-20
732,2017-12-21,10.21,5257,2017-12-21
733,2017-12-22,6.82,5435,2017-12-22
734,2017-12-26,8.87,5820,2017-12-26
735,2017-12-27,10.18,5964,2017-12-27
736,2017-12-28,6.27,5951,2017-12-28
737,2017-12-29,3.47,5929,2017-12-29
738,2018-01-02,4.89,5875,2018-01-02
739,2018-01-03,10.02,6022,2018-01-03
740,2018-01-04,7.67,6048,2018-01-04
741,2018-01-05,9.09,5965,2018-01-05
742,2018-01-08,2.22,5881,2018-01-08
743,2018-01-09,5.03,5791,2018-01-09
744,2018-01-10,8.47,5727,2018-01-10
745,2018-01-11,9.01,5706,2018-01-11
746,2018-01-12,10.91,5727,2018-01-12
747,2018-01-15,8.89,5787,2018-01-15
748,2018-01-16,3.5,5829,2018-01-16
749,2018-01-17,2.94,5971,2018-01-17
750,2018-01-18,5.69,6157,2018-01-18
751,2018-01-19,9.29,6346,2018-01-19
752,2018-01-22,5.27,6843,2018-01-22
753,2018-01-23,11.22,6851,2018-01-23
754,2018-01-24,12.15,6962,2018-01-24
755,2018-01-25,10.98,7052,2018-01-25
756,2018-01-26,11.42,7129,2018-01-26
757,2018-01-29,12.04,7893,2018-01-29
758,2018-01-30,11.34,8337,2018-01-30
759,2018-01-31,7.51,8465,2018-01-31
760,2018-02-01,12.8,8442,2018-02-01
761,2018-02-02,11.53,8581,2018-02-02
762,2018-02-05,12.52,8656,2018-02-05
763,2018-02-06,11.46,8472,2018-02-06
764,2018-02-07,13.82,8277,2018-02-07
765,2018-02-08,12.53,8083,2018-02-08
766,2018-02-09,9.21,8033,2018-02-09
767,2018-02-12,10.08,8431,2018-02-12
768,2018-02-13,14.49,8600,2018-02-13
769,2018-02-14,8.63,8625,2018-02-14
770,2018-02-19,11.8,8117,2018-02-19
771,2018-02-20,12.19,8071,2018-02-20
772,2018-02-21,13.37,8216,2018-02-21
773,2018-02-22,13.82,8416,2018-02-22
774,2018-02-23,9.21,8491,2018-02-23
775,2018-02-26,16.45,8497,2018-02-26
776,2018-02-27,11.97,8571,2018-02-27
777,2018-02-28,1.77,8634,2018-02-28
778,2018-03-02,17.32,8563,2018-03-02
779,2018-03-05,7.61,8844,2018-03-05
780,2018-03-06,17.93,8716,2018-03-06
781,2018-03-07,10.82,8454,2018-03-07
782,2018-03-08,3.71,8134,2018-03-08
783,2018-03-09,6.68,7846,2018-03-09
784,2018-03-12,16.79,6819,2018-03-12
785,2018-03-13,16.95,6423,2018-03-13
786,2018-03-14,17.52,6073,2018-03-14
787,2018-03-15,1.89,5918,2018-03-15
788,2018-03-16,8.24,5862,2018-03-16
789,2018-03-19,3.16,5745,2018-03-19
790,2018-03-20,13.12,5750,2018-03-20
791,2018-03-21,5.67,5597,2018-03-21
792,2018-03-22,18.48,5472,2018-03-22
793,2018-03-23,19.51,5464,2018-03-23
794,2018-03-26,17.54,5109,2018-03-26
795,2018-03-27,18.6,5043,2018-03-27
796,2018-03-28,18.78,4965,2018-03-28
797,2018-03-29,9.16,4861,2018-03-29
798,2018-03-30,11.52,4798,2018-03-30
799,2018-04-02,21.37,4726,2018-04-02
800,2018-04-03,16.31,4657,2018-04-03
801,2018-04-04,2.77,4588,2018-04-04
802,2018-04-05,3.07,4556,2018-04-05
803,2018-04-06,17.48,4553,2018-04-06
804,2018-04-09,23.23,4385,2018-04-09
805,2018-04-10,20.09,4508,2018-04-10
806,2018-04-11,24.86,4589,2018-04-11
807,2018-04-12,24.98,4619,2018-04-12
808,2018-04-13,14.13,4723,2018-04-13
809,2018-04-16,24.61,4941,2018-04-16
810,2018-04-17,21.96,5000,2018-04-17
811,2018-04-18,26.02,5057,2018-04-18
812,2018-04-19,25.76,5068,2018-04-19
813,2018-04-20,24.22,5064,2018-04-20
814,2018-04-23,2.72,5088,2018-04-23
815,2018-04-24,7.21,5090,2018-04-24
816,2018-04-25,27.5,5076,2018-04-25
817,2018-04-26,23.17,5101,2018-04-26
818,2018-04-27,23.46,5142,2018-04-27
819,2018-04-30,22.44,5268,2018-04-30
820,2018-05-02,8.83,5319,2018-05-02
821,2018-05-03,22.61,5371,2018-05-03
822,2018-05-04,28.53,5450,2018-05-04
823,2018-05-08,19.24,5306,2018-05-08
824,2018-05-09,27.73,5269,2018-05-09
825,2018-05-10,25.9,5249,2018-05-10
826,2018-05-11,23.76,5168,2018-05-11
827,2018-05-14,24.83,4659,2018-05-14
828,2018-05-15,21.91,4547,2018-05-15
829,2018-05-16,4.03,4445,2018-05-16
830,2018-05-17,11.09,4333,2018-05-17
831,2018-05-18,5.38,4268,2018-05-18
832,2018-05-21,25.28,4135,2018-05-21
833,2018-05-23,29.88,4147,2018-05-23
834,2018-05-24,28.71,4174,2018-05-24
835,2018-05-25,25.76,4189,2018-05-25
836,2018-05-28,28.38,4103,2018-05-28
837,2018-05-29,19.27,4043,2018-05-29
838,2018-05-30,21.69,4021,2018-05-30
839,2018-05-31,29.05,4053,2018-05-31
840,2018-06-01,29.17,4066,2018-06-01
841,2018-06-04,22.73,3907,2018-06-04
842,2018-06-05,20.29,3948,2018-06-05
843,2018-06-07,25.44,3978,2018-06-07
844,2018-06-08,17.37,3998,2018-06-08
845,2018-06-11,12.7,3872,2018-06-11
846,2018-06-12,19.95,3775,2018-06-12
847,2018-06-14,20.51,3561,2018-06-14
848,2018-06-15,28.19,3545,2018-06-15
849,2018-06-18,24.42,3658,2018-06-18
850,2018-06-19,7.6,3659,2018-06-19
851,2018-06-20,22.34,3679,2018-06-20
852,2018-06-21,27.4,3720,2018-06-21
853,2018-06-22,27.34,3701,2018-06-22
854,2018-06-25,19.98,3617,2018-06-25
855,2018-06-26,1.26,3630,2018-06-26
856,2018-06-27,22.13,3623,2018-06-27
857,2018-06-28,6.45,3640,2018-06-28
858,2018-06-29,23.9,3652,2018-06-29
859,2018-07-02,7.83,3673,2018-07-02
860,2018-07-03,17.14,3623,2018-07-03
861,2018-07-04,16.45,3618,2018-07-04
862,2018-07-05,17.15,3631,2018-07-05
863,2018-07-06,10.08,3644,2018-07-06
864,2018-07-09,3.3,3694,2018-07-09
865,2018-07-10,14.67,3800,2018-07-10
866,2018-07-11,16.5,3915,2018-07-11
867,2018-07-12,21.79,3992,2018-07-12
868,2018-07-13,21.62,4049,2018-07-13
869,2018-07-16,25.65,4247,2018-07-16
870,2018-07-17,24.44,4244,2018-07-17
871,2018-07-18,22.67,4266,2018-07-18
872,2018-07-19,27.97,4307,2018-07-19
873,2018-07-20,27.18,4251,2018-07-20
874,2018-07-23,22.36,4069,2018-07-23
875,2018-07-24,25.97,4078,2018-07-24
876,2018-07-25,21.5,4135,2018-07-25
877,2018-07-26,23.84,4241,2018-07-26
878,2018-07-27,23.72,4326,2018-07-27
879,2018-07-30,23.24,4391,2018-07-30
880,2018-07-31,24.72,4450,2018-07-31
881,2018-08-01,26.59,4411,2018-08-01
882,2018-08-02,23.82,4343,2018-08-02
883,2018-08-03,27.45,4226,2018-08-03
884,2018-08-06,16.26,4042,2018-08-06
885,2018-08-07,18.95,3856,2018-08-07
886,2018-08-08,22.43,3635,2018-08-08
887,2018-08-09,18.54,3464,2018-08-09
888,2018-08-10,22.19,3362,2018-08-10
889,2018-08-13,21.17,3553,2018-08-13
890,2018-08-14,21.04,3577,2018-08-14
891,2018-08-16,18.49,3630,2018-08-16
892,2018-08-17,25.1,3660,2018-08-17
893,2018-08-20,19.54,3856,2018-08-20
894,2018-08-21,8.67,3904,2018-08-21
895,2018-08-22,24.14,3988,2018-08-22
896,2018-08-23,8.99,4040,2018-08-23
897,2018-08-24,5.71,4108,2018-08-24
898,2018-08-27,3.57,4584,2018-08-27
899,2018-08-28,8.49,4768,2018-08-28
900,2018-08-29,17.17,5020,2018-08-29
901,2018-08-30,13.78,5192,2018-08-30
902,2018-08-31,12.19,5221,2018-08-31
903,2018-09-03,11.67,5430,2018-09-03
904,2018-09-04,20.45,5525,2018-09-04
905,2018-09-05,21.19,5576,2018-09-05
906,2018-09-06,11.42,5666,2018-09-06
907,2018-09-07,13.42,5697,2018-09-07
908,2018-09-10,17.45,5724,2018-09-10
909,2018-09-11,18.09,5720,2018-09-11
910,2018-09-12,22.63,5676,2018-09-12
911,2018-09-13,6.31,5676,2018-09-13
912,2018-09-14,7.44,5758,2018-09-14
913,2018-09-17,21.07,5433,2018-09-17
914,2018-09-18,19.95,5238,2018-09-18
915,2018-09-19,8.06,5132,2018-09-19
916,2018-09-20,4.55,5091,2018-09-20
917,2018-09-21,4.44,5034,2018-09-21
918,2018-09-27,19.2,3977,2018-09-27
919,2018-09-28,8.85,3887,2018-09-28
920,2018-10-01,11.61,3501,2018-10-01
921,2018-10-02,19.29,3420,2018-10-02
922,2018-10-04,19.07,3392,2018-10-04
923,2018-10-05,3.19,3391,2018-10-05
924,2018-10-08,16.79,3353,2018-10-08
925,2018-10-10,15.59,3296,2018-10-10
926,2018-10-11,17.91,3176,2018-10-11
927,2018-10-12,18.11,3053,2018-10-12
928,2018-10-15,13.28,3031,2018-10-15
929,2018-10-16,8.1,3095,2018-10-16
930,2018-10-17,15.49,3133,2018-10-17
931,2018-10-18,14.93,3156,2018-10-18
932,2018-10-19,17.15,3189,2018-10-19
933,2018-10-22,10.53,3225,2018-10-22
934,2018-10-23,8.37,3197,2018-10-23
935,2018-10-24,14.33,3196,2018-10-24
936,2018-10-25,15.16,3187,2018-10-25
937,2018-10-26,1.49,3172,2018-10-26
938,2018-10-29,9.53,3376,2018-10-29
939,2018-10-30,14.99,3502,2018-10-30
940,2018-10-31,14.99,3653,2018-10-31
941,2018-11-01,14.75,3814,2018-11-01
942,2018-11-02,14.58,3959,2018-11-02
943,2018-11-05,10.94,4337,2018-11-05
944,2018-11-06,10.37,4376,2018-11-06
945,2018-11-07,2.46,4446,2018-11-07
946,2018-11-08,0.88,4526,2018-11-08
947,2018-11-09,7.25,4503,2018-11-09
948,2018-11-12,12.95,4593,2018-11-12
949,2018-11-13,10.51,4663,2018-11-13
950,2018-11-14,12.09,4678,2018-11-14
951,2018-11-15,10.46,4637,2018-11-15
952,2018-11-16,7.54,4602,2018-11-16
953,2018-11-19,9.08,4621,2018-11-19
954,2018-11-20,11.72,4577,2018-11-20
955,2018-11-21,2.24,4524,2018-11-21
956,2018-11-22,11.77,4472,2018-11-22
957,2018-11-23,11.31,4404,2018-11-23
958,2018-11-26,10.58,4236,2018-11-26
959,2018-11-27,9.12,4227,2018-11-27
960,2018-11-28,7.07,4181,2018-11-28
961,2018-11-29,6.52,4125,2018-11-29
962,2018-11-30,10.79,4115,2018-11-30
963,2018-12-03,1.99,3996,2018-12-03
964,2018-12-04,2.87,3980,2018-12-04
965,2018-12-05,7.42,3986,2018-12-05
966,2018-12-06,5.37,3980,2018-12-06
967,2018-12-10,10.93,3873,2018-12-10
968,2018-12-11,1.95,3898,2018-12-11
969,2018-12-12,10.88,3904,2018-12-12
970,2018-12-13,6.23,3887,2018-12-13
971,2018-12-14,10.66,3897,2018-12-14
972,2018-12-17,9.74,4223,2018-12-17
973,2018-12-18,8.28,4367,2018-12-18
974,2018-12-19,8.7,4447,2018-12-19
975,2018-12-20,7.09,4468,2018-12-20
976,2018-12-21,7.18,4533,2018-12-21
977,2018-12-24,10.6,4827,2018-12-24
978,2018-12-26,9.16,4832,2018-12-26
979,2018-12-27,10.85,4950,2018-12-27
980,2018-12-28,10.65,5007,2018-12-28
981,2018-12-31,10.62,4823,2018-12-31
982,2019-01-02,10.49,4839,2019-01-02
983,2019-01-03,11.02,4980,2019-01-03
984,2019-01-04,6.29,4998,2019-01-04
985,2019-01-07,9.35,5039,2019-01-07
986,2019-01-08,10.53,5065,2019-01-08
987,2019-01-09,9.45,5040,2019-01-09
988,2019-01-10,3.83,4980,2019-01-10
989,2019-01-11,8.55,4955,2019-01-11
990,2019-01-14,7.22,5069,2019-01-14
991,2019-01-15,4.51,5166,2019-01-15
992,2019-01-16,11.22,5335,2019-01-16
993,2019-01-17,5.67,5568,2019-01-17
994,2019-01-18,10.32,5913,2019-01-18
995,2019-01-21,9.83,6708,2019-01-21
996,2019-01-22,9.89,6843,2019-01-22
997,2019-01-23,10.96,6923,2019-01-23
998,2019-01-24,12.64,6960,2019-01-24
999,2019-01-25,12.1,6956,2019-01-25
1000,2019-01-28,11.8,7224,2019-01-28
1001,2019-01-29,13.21,7600,2019-01-29
1002,2019-01-30,11.02,7926,2019-01-30
1003,2019-01-31,5.3,8081,2019-01-31
1004,2019-02-01,12.09,8230,2019-02-01
1005,2019-02-07,12.06,8780,2019-02-07
1006,2019-02-08,13.61,8715,2019-02-08
1007,2019-02-11,15.48,8975,2019-02-11
1008,2019-02-12,11.89,9075,2019-02-12
1009,2019-02-13,13.97,9161,2019-02-13
1010,2019-02-14,14.7,9088,2019-02-14
1011,2019-02-15,5.21,8902,2019-02-15
1012,2019-02-18,10.43,8566,2019-02-18
1013,2019-02-19,1.57,8508,2019-02-19
1014,2019-02-20,8.14,8356,2019-02-20
1015,2019-02-21,14.05,8124,2019-02-21
1016,2019-02-22,11.97,7908,2019-02-22
1017,2019-02-25,15.77,7649,2019-02-25
1018,2019-02-26,16.95,7497,2019-02-26
1019,2019-02-27,5.98,7499,2019-02-27
1020,2019-02-28,13.75,7611,2019-02-28
1021,2019-03-04,14.6,7410,2019-03-04
1022,2019-03-05,10.6,7450,2019-03-05
1023,2019-03-06,14.03,7387,2019-03-06
1024,2019-03-07,11.48,7227,2019-03-07
1025,2019-03-08,19.54,7057,2019-03-08
1026,2019-03-11,8.52,6315,2019-03-11
1027,2019-03-12,5.46,6162,2019-03-12
1028,2019-03-13,17.54,5995,2019-03-13
1029,2019-03-14,16.11,5883,2019-03-14
1030,2019-03-15,13.65,5919,2019-03-15
1031,2019-03-18,16.28,5884,2019-03-18
1032,2019-03-19,18.06,5982,2019-03-19
1033,2019-03-20,5.32,6067,2019-03-20
1034,2019-03-21,7.86,5932,2019-03-21
1035,2019-03-22,22.36,5767,2019-03-22
1036,2019-03-25,16.7,5460,2019-03-25
1037,2019-03-26,21.04,5315,2019-03-26
1038,2019-03-27,16.77,5165,2019-03-27
1039,2019-03-28,18.04,5040,2019-03-28
1040,2019-03-29,20.79,4980,2019-03-29
1041,2019-04-01,17.14,4750,2019-04-01
1042,2019-04-02,24.47,4792,2019-04-02
1043,2019-04-03,24.37,4824,2019-04-03
1044,2019-04-04,24.3,4810,2019-04-04
1045,2019-04-05,16.23,4742,2019-04-05
1046,2019-04-08,22.77,4487,2019-04-08
1047,2019-04-09,8.31,4466,2019-04-09
1048,2019-04-10,6.84,4571,2019-04-10
1049,2019-04-11,16.14,4612,2019-04-11
1050,2019-04-12,24.94,4625,2019-04-12
1051,2019-04-15,25.05,4944,2019-04-15
1052,2019-04-16,23.14,4954,2019-04-16
1053,2019-04-17,25.55,5004,2019-04-17
1054,2019-04-18,14.89,5063,2019-04-18
1055,2019-04-19,11.64,5068,2019-04-19
1056,2019-04-22,26.31,5067,2019-04-22
1057,2019-04-23,10.02,5120,2019-04-23
1058,2019-04-24,11.43,5152,2019-04-24
1059,2019-04-25,3.74,5137,2019-04-25
1060,2019-04-26,4.8,5153,2019-04-26
1061,2019-04-29,7.96,5302,2019-04-29
1062,2019-04-30,21.52,5318,2019-04-30
1063,2019-05-02,28.27,5360,2019-05-02
1064,2019-05-03,27.77,5397,2019-05-03
1065,2019-05-07,29.26,5419,2019-05-07
1066,2019-05-08,25.01,5326,2019-05-08
1067,2019-05-09,27.04,5293,2019-05-09
1068,2019-05-10,28.05,5264,2019-05-10
1069,2019-05-13,18.45,4820,2019-05-13
1070,2019-05-14,27.09,4686,2019-05-14
1071,2019-05-15,23.26,4575,2019-05-15
1072,2019-05-16,26.22,4459,2019-05-16
1073,2019-05-17,16.15,4337,2019-05-17
1074,2019-05-20,21.6,4133,2019-05-20
1075,2019-05-21,30.7,4150,2019-05-21
1076,2019-05-22,29.94,4188,2019-05-22
1077,2019-05-23,29.47,4221,2019-05-23
1078,2019-05-24,28.46,4272,2019-05-24
1079,2019-05-27,3.15,4303,2019-05-27
1080,2019-05-28,25.04,4284,2019-05-28
1081,2019-05-29,30.2,4259,2019-05-29
1082,2019-05-30,19.69,4187,2019-05-30
1083,2019-05-31,26.04,4147,2019-05-31
1084,2019-06-03,28.45,3948,2019-06-03
1085,2019-06-04,27.95,3924,2019-06-04
1086,2019-06-05,27.31,3968,2019-06-05
1087,2019-06-07,6.46,3980,2019-06-07
1088,2019-06-10,16.45,3845,2019-06-10
1089,2019-06-11,24.11,3871,2019-06-11
1090,2019-06-12,27.04,3814,2019-06-12
1091,2019-06-13,28.73,3690,2019-06-13
1092,2019-06-14,12.93,3623,2019-06-14
1093,2019-06-17,26.46,3595,2019-06-17
1094,2019-06-18,14.71,3588,2019-06-18
1095,2019-06-19,13.19,3583,2019-06-19
1096,2019-06-20,22.18,3605,2019-06-20
1097,2019-06-21,23.95,3635,2019-06-21
1098,2019-06-24,28.6,3650,2019-06-24
1099,2019-06-25,30.31,3622,2019-06-25
1100,2019-06-26,8.64,3637,2019-06-26
1101,2019-06-27,13.97,3665,2019-06-27
1102,2019-06-28,21.19,3711,2019-06-28
1103,2019-07-01,16.15,3834,2019-07-01
1104,2019-07-02,25.95,3847,2019-07-02
1105,2019-07-03,19.71,3834,2019-07-03
1106,2019-07-04,28.01,3817,2019-07-04
1107,2019-07-05,29.12,3853,2019-07-05
1108,2019-07-08,21.21,3833,2019-07-08
1109,2019-07-09,24.23,3854,2019-07-09
1110,2019-07-10,7.69,3908,2019-07-10
1111,2019-07-11,5.88,4010,2019-07-11
1112,2019-07-12,11.96,4083,2019-07-12
1113,2019-07-15,14.18,4302,2019-07-15
1114,2019-07-16,18.54,4340,2019-07-16
1115,2019-07-17,17.71,4411,2019-07-17
1116,2019-07-18,21.37,4441,2019-07-18
1117,2019-07-19,15.89,4460,2019-07-19
1118,2019-07-22,19.74,4357,2019-07-22
1119,2019-07-23,23.13,4288,2019-07-23
1120,2019-07-24,8.83,4265,2019-07-24
1121,2019-07-25,2.48,4335,2019-07-25
1122,2019-07-26,6.62,4430,2019-07-26
1123,2019-07-29,24.84,4501,2019-07-29
1124,2019-07-30,20.37,4447,2019-07-30
1125,2019-07-31,17.16,4378,2019-07-31
1126,2019-08-01,20.52,4299,2019-08-01
1127,2019-08-02,26.96,4256,2019-08-02
1128,2019-08-05,17.16,4032,2019-08-05
1129,2019-08-06,17.73,4044,2019-08-06
1130,2019-08-07,22.31,4023,2019-08-07
1131,2019-08-08,13.62,3923,2019-08-08
1132,2019-08-09,23.26,3837,2019-08-09
1133,2019-08-12,12.5,4025,2019-08-12
1134,2019-08-13,23.99,4138,2019-08-13
1135,2019-08-14,21.01,4144,2019-08-14
1136,2019-08-16,17.83,4225,2019-08-16
1137,2019-08-19,20.69,4450,2019-08-19
1138,2019-08-20,23.28,4548,2019-08-20
1139,2019-08-21,20.52,4619,2019-08-21
1140,2019-08-22,13.04,4777,2019-08-22
1141,2019-08-23,16.78,4868,2019-08-23
1142,2019-08-26,24.77,5275,2019-08-26
1143,2019-08-27,9.35,5409,2019-08-27
1144,2019-08-28,16.1,5517,2019-08-28
1145,2019-08-29,9.25,5607,2019-08-29
1146,2019-08-30,20.35,5690,2019-08-30
1147,2019-09-02,11.38,5785,2019-09-02
1148,2019-09-03,6.16,5850,2019-09-03
1149,2019-09-04,9.54,5961,2019-09-04
1150,2019-09-05,8.76,6121,2019-09-05
1151,2019-09-06,10.18,6312,2019-09-06
1152,2019-09-09,6.14,6503,2019-09-09
1153,2019-09-10,16.96,6528,2019-09-10
1154,2019-09-11,5.62,6560,2019-09-11
1155,2019-09-16,21.03,6540,2019-09-16
1156,2019-09-17,23.2,6518,2019-09-17
1157,2019-09-18,22.95,6431,2019-09-18
1158,2019-09-19,21.55,6365,2019-09-19
1159,2019-09-20,10.43,6325,2019-09-20
1160,2019-09-23,12.72,5585,2019-09-23
1161,2019-09-24,20.37,5486,2019-09-24
1162,2019-09-25,15.72,5381,2019-09-25
1163,2019-09-26,12.71,5185,2019-09-26
1164,2019-09-27,19.2,4874,2019-09-27
1165,2019-09-30,19.81,4276,2019-09-30
1166,2019-10-01,9.03,4168,2019-10-01
1167,2019-10-02,1.78,4083,2019-10-02
1168,2019-10-04,14.41,3988,2019-10-04
1169,2019-10-07,3.1,3851,2019-10-07
1170,2019-10-08,15.47,3844,2019-10-08
1171,2019-10-10,8.01,3789,2019-10-10
1172,2019-10-11,16.46,3676,2019-10-11
1173,2019-10-14,12.89,3474,2019-10-14
1174,2019-10-15,17,3521,2019-10-15
1175,2019-10-16,16.15,3560,2019-10-16
1176,2019-10-17,11.23,3580,2019-10-17
1177,2019-10-18,8.85,3607,2019-10-18
1178,2019-10-21,16.18,3739,2019-10-21
1179,2019-10-22,15.75,3737,2019-10-22
1180,2019-10-23,6.65,3736,2019-10-23
1181,2019-10-24,13.23,3743,2019-10-24
1182,2019-10-25,13.27,3731,2019-10-25
1183,2019-10-28,14.82,3804,2019-10-28
1184,2019-10-29,9.8,3837,2019-10-29
1185,2019-10-30,15.3,3925,2019-10-30
1186,2019-10-31,14.4,4021,2019-10-31
1187,2019-11-01,12.1,4111,2019-11-01
1188,2019-11-04,14.82,4523,2019-11-04
1189,2019-11-05,11.6,4552,2019-11-05
1190,2019-11-06,12.01,4580,2019-11-06
1191,2019-11-07,12.56,4668,2019-11-07
1192,2019-11-08,14.02,4768,2019-11-08
1193,2019-11-11,4.94,4726,2019-11-11
1194,2019-11-12,10.63,4765,2019-11-12
1195,2019-11-13,2.52,4775,2019-11-13
1196,2019-11-14,13.46,4753,2019-11-14
1197,2019-11-15,9.07,4703,2019-11-15
1198,2019-11-18,6.15,4659,2019-11-18
1199,2019-11-19,8.18,4648,2019-11-19
1200,2019-11-20,12.56,4608,2019-11-20
1201,2019-11-21,10.03,4548,2019-11-21
1202,2019-11-22,12.06,4484,2019-11-22
1203,2019-11-25,5.34,4303,2019-11-25
1204,2019-11-26,10.26,4268,2019-11-26
1205,2019-11-27,7.63,4231,2019-11-27
1206,2019-11-28,10.01,4151,2019-11-28
