date,ondo,sun,uga,price
2017-07-31,23.8,4.16,50.38,6710
2017-08-01,25.8,16.62,51.22,7020
2017-08-02,26.5,17.77,50.29,7020
2017-08-03,25.3,19.91,50.83,7020
2017-08-04,28.4,20.75,50.36,7020
2017-08-07,28,23.23,50.8,7020
2017-08-08,27.4,22.26,51.24,7020
2017-08-09,25.2,5.58,51.43,7020
2017-08-10,24.6,4.76,51.62,7020
2017-08-11,25.5,20.33,49.86,7020
2017-08-14,22.6,5.55,50.36,7020
2017-08-16,24.6,10.25,49.53,7020
2017-08-17,23.6,8.6,48.65,7020
2017-08-18,25.3,17.99,49.26,7020
2017-08-21,26,12.98,50.72,7020
2017-08-22,26.5,19.56,49.97,7020
2017-08-23,27.7,17.06,49.93,7020
2017-08-24,28.5,14.32,50.55,7020
2017-08-25,25.6,21.04,50.56,7020
2017-08-28,23.6,18.56,50.55,7020
2017-08-29,23.2,24.08,50.1,7020
2017-08-30,18.3,8.45,49.93,7020
2017-08-31,19.9,22.8,49.26,7020
2017-09-01,20,23.13,50.35,7330
2017-09-04,20.2,19.04,50.6,7330
2017-09-05,19.9,7.97,51.02,7330
2017-09-06,21.3,7.64,52.14,7330
2017-09-07,21.3,19.34,52.99,7330
2017-09-08,21.2,20.77,53.18,7330
2017-09-11,20.2,4.12,52.14,7330
2017-09-12,21.8,21.38,52.17,7330
2017-09-13,18.5,22.49,52.87,7330
2017-09-14,18.8,20.82,53.57,7330
2017-09-15,18.6,18.7,53.64,7330
2017-09-18,19.4,20.25,54.19,7330
2017-09-19,19.5,16.12,54.07,7330
2017-09-20,18.4,17.69,53.93,7330
2017-09-21,16.5,19.7,54.65,7330
2017-09-22,17.8,18.64,54.66,7330
2017-09-25,20.1,17.02,54.83,7330
2017-09-26,20.5,16.81,56.15,7330
2017-09-27,18.3,3.33,55.65,7330
2017-09-28,18.1,16.99,55.55,7330
2017-09-29,13.3,18.19,55.19,7330
2017-10-10,20.3,14.98,54.08,7325
2017-10-11,18.1,4.32,54.78,7325
2017-10-12,13.6,1.62,54.97,7325
2017-10-13,12.1,16.89,55.4,7325
2017-10-16,13.9,8.47,55.98,7325
2017-10-17,13.1,15.09,56.33,7325
2017-10-18,13.5,2.83,55.92,7325
2017-10-19,13.7,8.29,55.51,7325
2017-10-20,13.6,15.87,55.13,7325
2017-10-23,11,12.44,55.85,7350
2017-10-24,9.7,12.6,55.28,7350
2017-10-25,8.9,12.9,56.2,7350
2017-10-26,10.1,10.2,56.21,7350
2017-10-27,13.7,8.22,57,7350
2017-10-30,4.7,14.82,58.33,7350
2017-10-31,5.1,14.71,58.32,7350
2017-11-01,10.2,12.63,59.61,7350
2017-11-02,11.4,11.29,58.58,7425
2017-11-03,10,8.22,58.93,7475
2017-11-06,5.6,12.72,60.58,7475
2017-11-07,9.5,12.12,62.39,7475
2017-11-08,11.7,11.7,61.8,7475
2017-11-09,6,12.63,61.61,7475
2017-11-10,10.3,9.87,62.06,7475
2017-11-13,5,9,61.63,7475
2017-11-14,5.9,11.39,61.25,7475
2017-11-15,3.3,11.43,60.04,7475
2017-11-16,1.5,12.49,60.29,7475
2017-11-17,2.9,8.02,59.66,7475
2017-11-20,1.7,11.56,60.68,7475
2017-11-21,0.4,12.77,60.48,7475
2017-11-22,1.3,3.17,61.12,7475
2017-11-23,-0.3,11.44,61.13,7475
2017-11-24,0.2,8.74,61.62,7475
2017-11-27,2.1,9.49,61.5,7475
2017-11-28,3.5,6.53,61.25,7475
2017-11-29,5.9,8.79,60.97,7475
2017-11-30,2.2,10.71,60.82,7475
2017-12-04,1.3,10.1,60.99,7475
2017-12-05,-3.4,11.26,60.22,7475
2017-12-06,-2.4,8.81,60.72,7475
2017-12-07,0.3,6.52,59.43,7475
2017-12-08,-2.7,10.93,60.26,7475
2017-12-11,-2.7,9.72,60.96,7475
2017-12-12,-8,11.12,62.52,7475
2017-12-13,-8.6,11.12,61.33,7475
2017-12-14,-6.3,8.42,60.23,7475
2017-12-15,-3.1,7.79,61.18,7475
2017-12-18,-3.6,7.31,61.28,7475
2017-12-19,-2.6,9.85,61.4,7475
2017-12-20,-5.6,10.02,61.6,7475
2017-12-21,-3.3,10.56,62.17,7475
2017-12-22,-2.8,8.97,62.37,7475
2017-12-26,-1.8,10.36,62.61,7475
2017-12-27,-5.2,11.18,63.94,7475
2017-12-28,-5.1,7.93,63.85,7475
2017-12-29,0,6.97,64.33,7475
2018-01-02,-1.9,7.92,64.37,7475
2018-01-03,-3.7,11.01,64.15,7475
2018-01-04,-2.9,9.85,65.35,7475
2018-01-05,-0.6,9.81,65.33,7475
2018-01-08,0.4,2.61,65.04,7475
2018-01-09,-1.4,6.39,65.51,7475
2018-01-10,-4.3,9.14,66.59,7475
2018-01-11,-10.5,11.72,66.5,7475
2018-01-12,-11.8,11.97,66.29,7475
2018-01-15,1.4,9.76,67.03,7475
2018-01-16,2.8,5.83,67.09,7475
2018-01-17,3.7,2.67,66.27,7475
2018-01-18,2.8,6.18,66.42,7475
2018-01-19,-1.2,9.84,65.95,7475
2018-01-22,3.2,6.36,66.09,7475
2018-01-23,-5.5,12.84,66.49,7475
2018-01-24,-10.2,12.9,66.86,7475
2018-01-25,-10.7,12.29,67.98,7475
2018-01-26,-11.1,13.24,67.4,7475
2018-01-29,-7.9,12.81,67.55,7475
2018-01-30,-7.4,12.73,66.38,7475
2018-01-31,-2.9,9.41,65.77,7475
2018-02-01,-4.7,13.52,66.12,7475
2018-02-02,-5.2,12.39,67.02,7475
2018-02-05,-9.6,14.4,65.07,7475
2018-02-06,-10,14.54,64.25,7475
2018-02-07,-9.4,14.51,64.05,7475
2018-02-08,-7.1,13.24,62.26,7475
2018-02-09,-0.8,11.4,61.12,7475
2018-02-12,-6.4,12.89,60.29,7475
2018-02-13,-3.6,15.29,59.84,7475
2018-02-14,2,12.17,59.4,7475
2018-02-19,1.5,12.93,61.77,7475
2018-02-20,2,13.67,62.05,7475
2018-02-21,-0.4,13.28,61.3,7475
2018-02-22,-2.4,15.79,61.6,7475
2018-02-23,1.2,11.85,62.77,7475
2018-02-26,1.4,17.31,63.9,7475
2018-02-27,4.3,14.1,64.02,7475
2018-02-28,5.3,1.51,63.22,7475
2018-03-02,0.8,18.25,60.28,7475
2018-03-05,5.5,6.43,61.32,7475
2018-03-06,4.4,19.08,62.04,7475
2018-03-07,4.1,3.24,61.61,7475
2018-03-08,2,3.66,60.8,7475
2018-03-09,2.7,10.38,60.28,7475
2018-03-12,7.1,18.44,61.71,7475
2018-03-13,10.1,17.54,61.25,7475
2018-03-14,13.2,19.12,61.23,7475
2018-03-15,13,2.68,61.45,7475
2018-03-16,3.9,11.91,61.74,7475
2018-03-19,8.2,2.9,62.48,7475
2018-03-20,5.3,13.23,62.98,7475
2018-03-21,2.1,5.12,63.89,7475
2018-03-22,4.8,21.54,65.44,7475
2018-03-23,5.6,20.36,65.33,7475
2018-03-26,10.8,21.39,65.97,7475
2018-03-27,13.1,20.76,65.83,7475
2018-03-28,14.1,20.92,65.24,7475
2018-03-29,14.4,15.38,65.33,7475
2018-03-30,11.7,20.4,61.72,7425
2018-04-02,18.1,21.14,66.79,7425
2018-04-03,18.4,15.99,65.16,7425
2018-04-04,10.9,3.49,64.7,7425
2018-04-05,7.9,3.11,65.38,7425
2018-04-06,9,18.25,65.37,7425
2018-04-09,11.3,25.66,64.7,7425
2018-04-10,14.7,23.66,66.51,7425
2018-04-11,16.5,26.73,67.58,7425
2018-04-12,12.9,26.64,68.63,7425
2018-04-13,11.8,19.45,69.04,7425
2018-04-16,10.9,26.57,68.18,7425
2018-04-17,12.7,25.75,68.23,7425
2018-04-18,13.3,27.85,68.81,7425
2018-04-19,15.1,27.63,70.75,7425
2018-04-20,18,26.69,70.42,7425
2018-04-23,11.5,2.52,70.29,7425
2018-04-24,12,7.1,71.24,7425
2018-04-25,12.1,28.42,70.36,7350
2018-04-26,14.2,24.08,70.63,7350
2018-04-27,15.3,26.07,70.88,7350
2018-04-30,18.6,24.96,70.05,7300
2018-05-02,16.3,3.49,70.25,7300
2018-05-03,13.4,25.87,70.54,7300
2018-05-04,14.1,29.81,70.47,7300
2018-05-08,14.1,15.96,72.48,7300
2018-05-09,13.5,22.8,73.93,7300
2018-05-10,15.8,27.51,74.73,7300
2018-05-11,17.3,28.43,74.46,7300
2018-05-14,19.1,27.85,73.77,7300
2018-05-15,22.4,26.63,75.3,7300
2018-05-16,24,9.29,75.1,7300
2018-05-17,26.6,22.57,76.67,7300
2018-05-18,19.8,3.65,77.06,7250
2018-05-21,16.2,17.1,76.43,7250
2018-05-23,19.8,29.19,76.65,7250
2018-05-24,18.6,30.54,77.03,7250
2018-05-25,19.4,28.2,75.78,7250
2018-05-28,22.2,26.88,73.24,7250
2018-05-29,23,25.02,70.34,7250
2018-05-30,22.2,19.15,73.53,7250
2018-05-31,19.9,29.22,75.45,7250
2018-06-01,22.8,29.49,75.11,7506
2018-06-04,23.4,25.94,74.4,7506
2018-06-05,21.5,18.34,73.61,7506
2018-06-07,24.3,29.81,73.58,7506
2018-06-08,24.1,25.51,74.87,7506
2018-06-11,18,9.67,74.36,7506
2018-06-12,19.9,18.83,74.75,7506
2018-06-14,19.5,12.39,74.31,7506
2018-06-15,19.3,21.71,70.34,7506
2018-06-18,24.8,26.1,70.97,7506
2018-06-19,21.9,10.4,72.07,7506
2018-06-20,24,28.13,72.65,7506
2018-06-21,22.9,31.28,71.25,7506
2018-06-22,24.2,28.71,71.77,7506
2018-06-25,25.8,20.25,72.81,7506
2018-06-26,23.9,3.17,73.03,7506
2018-06-27,26.2,20.84,74.36,7506
2018-06-28,23.3,8.93,75.19,7506
2018-06-29,26,23.79,75.86,7506
2018-07-02,23.3,2.77,75.57,7734
2018-07-03,24.5,8.84,74.77,7734
2018-07-04,26.4,23.1,75.07,7734
2018-07-05,24.1,8.04,74.92,7734
2018-07-06,22.6,13.93,74.18,7734
2018-07-09,20.1,3.64,74.67,7734
2018-07-10,24.7,21.6,76,7734
2018-07-11,28.1,18.12,74.75,7734
2018-07-12,28.9,27.95,72.56,7734
2018-07-13,28.7,29.24,71.65,7734
2018-07-16,30,30.2,72.95,7734
2018-07-17,29.4,29.7,70.36,7734
2018-07-18,28.9,29.63,69.68,7734
2018-07-19,29.6,29.67,70.41,7734
2018-07-20,29.9,29.36,71.52,7734
2018-07-23,30.6,25.97,71.5,7734
2018-07-24,31.1,27.93,71.59,7734
2018-07-25,31.3,26.8,72.49,7734
2018-07-26,31.7,28.89,73.41,7734
2018-07-27,31.6,27.22,73.42,7734
2018-07-30,29.7,24.72,73.38,7734
2018-07-31,29.3,28.79,73.69,7734
2018-08-01,30.1,29.8,72.42,7962
2018-08-02,30.6,28.67,71.14,7962
2018-08-03,31.2,28.44,71.93,7962
2018-08-06,30,16.42,72.11,7962
2018-08-07,29.5,19.74,72.65,7962
2018-08-08,29.1,23.42,73.28,7962
2018-08-09,29.6,20.33,70.34,7962
2018-08-10,27.3,16.6,70.55,7962
2018-08-13,30.9,26.67,71.25,7962
2018-08-14,31.6,22.83,71.79,7962
2018-08-16,26.4,16.99,69.6,7962
2018-08-17,23.9,20.48,70.38,7962
2018-08-20,26.9,24.15,70.81,7962
2018-08-21,28.2,22.61,71.11,7962
2018-08-22,29.6,20.56,72.405,7962
2018-08-23,29.7,14.61,73.14,7962
2018-08-24,27.7,7.73,74,7962
2018-08-27,23.1,3.28,74.41,7962
2018-08-28,25.8,6.2,75.02,7962
2018-08-29,27.8,18.99,74.34,7962
2018-08-30,27,9.31,75.76,7962
2018-08-31,22.1,9.2,75.85,7962
2018-09-03,24,7.49,76.18,8190
2018-09-04,24.6,20.29,76.88,8190
2018-09-05,22.3,23.41,75.83,8190
2018-09-06,21.8,13.18,75.31,8190
2018-09-07,22.1,13.04,74.73,8190
2018-09-10,20.2,19.67,75.83,8190
2018-09-11,18.1,21.95,76.22,8190
2018-09-12,20,16.68,77.45,8190
2018-09-13,18.9,4.05,77.2,8190
2018-09-14,21.2,5.97,76.31,8190
2018-09-17,21.7,20.77,76.43,8190
2018-09-18,20.7,18.75,75.85,8190
2018-09-19,21,9.54,77.02,8190
2018-09-20,20.2,4.35,77.53,8190
2018-09-21,19.5,4.79,77.35,8190
2018-09-27,15.7,18.7,80.36,8190
2018-09-28,15.4,10.43,80.03,8190
2018-10-01,14.5,16.7,80.83,8190
2018-10-02,14.6,20.76,82.88,8190
2018-10-04,17.6,18.32,84.44,8190
2018-10-05,18.7,2.5,83.2,8190
2018-10-08,13.2,20.39,81.61,8190
2018-10-10,13.7,15.37,83.04,8190
2018-10-11,9.4,19.62,80.66,8190
2018-10-12,8.3,19.68,79.36,8190
2018-10-15,12.7,17.14,79.3,8190
2018-10-16,12,6.89,78.83,8190
2018-10-17,11.3,11.51,80.23,8190
2018-10-18,10,8.85,78.43,8190
2018-10-19,11.1,17.66,77.88,8333
2018-10-22,11.4,12.59,78.78,8208
2018-10-23,12.4,12.09,77.83,8158
2018-10-24,10,16.48,74.42,8158
2018-10-25,10.1,15.85,74.96,8158
2018-10-26,10.4,2.04,75.42,8175
2018-10-29,7.4,9.35,76.01,8175
2018-10-30,5.5,16.65,76.18,8175
2018-10-31,5.5,16.2,75.66,8175
2018-11-01,5.2,14.56,73.38,8175
2018-11-02,6.5,14.77,71.67,8175
2018-11-05,8.9,12.75,71.2,8190
2018-11-06,10.4,11.39,70.34,8190
2018-11-07,12.6,3.97,70.64,8190
2018-11-08,14.5,1.14,71.54,8190
2018-11-09,11.7,7.76,69.36,8190
2018-11-12,8.8,11.34,70.59,8190
2018-11-13,8.9,9.58,68.48,8190
2018-11-14,7.9,12.76,64.46,8190
2018-11-15,6.1,9.97,65.39,8190
2018-11-16,5.7,5.62,66.49,8565
2018-11-19,5.2,12.28,66.17,8565
2018-11-20,3.2,12.91,65.51,8565
2018-11-21,4.7,8.2,62.65,8565
2018-11-22,2,13.37,62.44,8565
2018-11-23,-0.8,13.35,61.08,8815
2018-11-26,2.8,7.6,59.13,8858
2018-11-27,4.7,9.14,59.07,9183
2018-11-28,2.9,6.32,60.18,9183
2018-11-29,2.9,8.21,58.3,9183
2018-11-30,3.2,12.04,59.02,9183
2018-12-03,10.7,2.48,61.19,9200
2018-12-04,11.6,4.58,61.54,9200
2018-12-05,4.9,9.22,59.81,9225
2018-12-06,4.9,5.42,59.85,9225
2018-12-10,-4.8,11.71,60.22,9225
2018-12-11,-1.2,1.45,58.37,9225
2018-12-12,-4.1,7.84,59.23,9225
2018-12-13,-4.2,9.37,58.81,9225
2018-12-14,-5.7,12.9,59.67,9250
2018-12-17,-0.6,10.84,58.92,9250
2018-12-18,-0.8,9.22,57.21,9250
2018-12-19,2.3,9.8,55.05,9250
2018-12-20,0.8,5.84,54.47,9250
2018-12-21,1.5,10.45,53.51,9250
2018-12-24,-2.9,11.97,51.515,9250
2018-12-26,2.4,9.87,49.52,9250
2018-12-27,-4,11.88,53.07,9250
2018-12-28,-8.5,12.13,52.86,9250
2018-12-31,-6.6,12.64,53.07,9250
2019-01-02,-5.6,11.89,51.86,9250
2019-01-03,-5.7,11.81,53.2,9250
2019-01-04,-3.8,9.47,55.59,9250
2019-01-07,-3.6,10.84,56.79,9250
2019-01-08,-1.8,11.62,56.18,9750
2019-01-09,-5.4,10.14,58.07,9825
2019-01-10,-1.5,11.23,59.6,9825
2019-01-11,-0.8,11.07,61.16,9865
2019-01-14,-0.8,5.48,58.92,9865
2019-01-15,0.2,8.75,58.63,9875
2019-01-16,-4.6,11.88,60.15,9875
2019-01-17,-1.6,10.22,60.03,9875
2019-01-18,-2,13.01,61.12,9875
2019-01-21,-1,13.67,61.88,9875
2019-01-22,1.1,13.12,61.43,9875
2019-01-23,0.4,11.45,61.23,9875
2019-01-24,-2.1,13.35,60.41,9875
2019-01-25,-2.5,12.92,61.16,9875
2019-01-28,0.4,12.8,60.32,9875
2019-01-29,-2.2,13.9,59.44,9875
2019-01-30,1.6,12.57,60.93,9875
2019-01-31,-0.2,3.35,61.82,9875
2019-02-01,-3.3,14.64,60.87,9875
2019-02-07,2.7,10.32,62.51,9875
2019-02-08,-1.8,14.18,61.62,9875
2019-02-11,-0.8,16.7,62.02,9875
2019-02-12,-1.8,14.45,62.23,9875
2019-02-13,-0.9,15.16,63.34,9875
2019-02-14,0.1,10.74,65.32,9875
2019-02-15,2.8,15.2,65.12,9875
2019-02-18,1.3,2.13,66.73,9875
2019-02-19,2.6,11.02,66.48,9875
2019-02-20,1.7,14.67,66.38,9890
2019-02-21,1.3,14.05,67.12,9640
2019-02-22,2.9,14.43,67.22,9640
2019-02-25,5.2,17.14,66.84,9640
2019-02-26,3.9,9.1,64.56,9640
2019-02-27,7.6,13.67,65.3,9640
2019-02-28,6.6,17.21,65.98,9640
2019-03-04,8.8,13.38,65.36,9640
2019-03-05,7.3,15.7,65.73,9640
2019-03-06,10,11.33,65.85,9640
2019-03-07,6.5,19.14,66.47,9640
2019-03-08,5,16.54,65.77,9640
2019-03-11,7,15.51,66.81,9640
2019-03-12,6.5,18.17,67.15,9640
2019-03-13,3.1,20.67,67.22,9640
2019-03-14,3.2,15.41,68.17,9640
2019-03-15,5.4,18.65,67.71,9640
2019-03-18,6,19.51,67.32,9640
2019-03-19,9.8,9.32,67.63,9640
2019-03-20,10.5,7.86,67.67,9640
2019-03-21,10.8,20.91,68.23,9640
2019-03-22,5.4,17.37,67.46,9640
2019-03-25,6.4,22.3,66.34,9640
2019-03-26,8.3,18.2,67.17,9640
2019-03-27,12.5,16.33,67.37,9640
2019-03-28,10.5,17.79,66.56,9640
2019-03-29,10.7,14.01,67.23,9640
2019-04-01,4,24.85,68.23,9640
2019-04-02,5.2,25.01,68.81,9640
2019-04-03,6.8,24.95,69.43,9640
2019-04-04,8.9,14.67,68.67,9640
2019-04-05,9.7,19.51,68.82,9640
2019-04-08,11.3,12.69,70.29,9640
2019-04-09,7.6,8.24,70.53,9640
2019-04-10,7.3,18.32,70.08,9640
2019-04-11,8.8,22.06,70.52,9640
2019-04-12,10.7,23.92,70.1,9640
2019-04-15,10.5,24.32,70.32,9640
2019-04-16,13.1,25.83,70.21,9640
2019-04-17,15.7,21.03,71.33,9640
2019-04-18,16,5.54,71.07,9640
2019-04-19,12.3,25.91,71.5,9640
2019-04-22,18.1,13.27,73.36,9640
2019-04-23,17,10.61,73.77,9640
2019-04-24,18,10.4,73.67,9640
2019-04-25,15.3,4.31,74.46,9640
2019-04-26,10.2,26.96,73.45,9640
2019-04-29,10.2,20.29,71.09,9640
2019-04-30,14.6,23.6,71.63,9640
2019-05-02,15.5,27.96,71.43,9640
2019-05-03,16.5,25.72,69.93,9640
2019-05-07,12.9,24.64,70.29,9640
2019-05-08,15.1,24.94,69.28,9640
2019-05-09,16.4,27.72,69.09,9640
2019-05-10,17,26.95,70.1,9640
2019-05-13,18.4,27.27,70.97,9640
2019-05-14,21.6,25.21,69.7,9640
2019-05-15,21.9,26.43,70.46,9640
2019-05-16,22.1,18.59,72.04,9640
2019-05-17,22.1,8.79,72.46,9640
2019-05-20,17.7,30.23,71,9640
2019-05-21,15.5,30.03,71.64,9640
2019-05-22,17.6,29.33,71.23,9640
2019-05-23,19.2,28.29,69.22,9640
2019-05-24,22.4,24.04,66.73,9640
2019-05-27,20.3,21.93,66.88,9640
2019-05-28,17.3,30.14,68.31,9640
2019-05-29,18.5,24.19,67.13,9640
2019-05-30,20.1,28.38,67.12,9640
2019-05-31,19.4,23.12,63.83,9640
2019-06-03,22,27.11,60.17,8638
2019-06-04,24.3,28.64,60.03,8638
2019-06-05,24.9,15.67,60.685,8638
2019-06-07,19.5,26.99,61.2,8638
2019-06-10,19,25.1,61.92,8638
2019-06-11,19.6,29.04,61.28,8638
2019-06-12,20.3,29.46,59.9,8638
2019-06-13,22,12.15,60.28,8638
2019-06-14,20,20.62,59.9,8638
2019-06-17,22.9,18.21,60.74,8638
2019-06-18,21.9,19.98,59.92,8638
2019-06-19,22.8,28.43,61.22,8638
2019-06-20,24.4,29.1,62.61,8638
2019-06-21,24.6,26.56,64.22,8638
2019-06-24,23.5,28.99,64.02,8638
2019-06-25,24.4,8.72,63.38,8638
2019-06-26,20.9,14.35,64.29,8638
2019-06-27,24.2,15.86,64.42,8638
2019-06-28,24.8,6.64,64.88,8638
2019-07-01,23.1,29.85,64.92,7636
2019-07-02,23.4,18.61,63.43,7636
2019-07-03,22.8,26.94,60.62,7636
2019-07-04,24.5,28.42,61.75,7636
2019-07-05,25,29.67,61.62,7636
2019-07-08,22,20.34,63.32,7636
2019-07-09,21.4,8.01,62.63,7636
2019-07-10,21.3,12.04,63.9,7636
2019-07-11,24.1,16.14,65.95,7636
2019-07-12,24.2,20.06,65.88,7636
2019-07-15,22.9,18.89,65.22,7636
2019-07-16,23.7,18.23,64.58,7636
2019-07-17,24.7,16.03,63.23,7636
2019-07-18,24.4,11.66,62.14,7636
2019-07-19,25.6,6.17,61.55,7636
2019-07-22,27.4,25.75,62.74,7636
2019-07-23,28.7,11.29,62.11,7636
2019-07-24,27.2,2.73,63.21,7636
2019-07-25,26.3,11.04,63.03,7636
2019-07-26,28,15.47,62.83,7636
2019-07-29,28.6,20.45,62.53,7636
2019-07-30,29.3,22.18,63.63,7636
2019-07-31,29.5,26.63,64.57,7636
2019-08-01,29.9,27.41,63.05,6636
2019-08-02,29.7,22.39,60.33,6636
2019-08-05,29.8,13.36,59.68,6636
2019-08-06,26.1,15.82,58.75,6636
2019-08-07,27.9,19.85,57.89,6636
2019-08-08,28,25.62,56.83,6636
2019-08-09,28.8,25.47,57,6636
2019-08-12,29.5,18.67,57.8125,6636
2019-08-13,29.6,15.14,57.76,6636
2019-08-14,29,7.06,59.66,6636
2019-08-16,27.2,23.19,58.2,6636
2019-08-19,25.4,23.64,58.4,6636
2019-08-20,26.3,18.17,59.24,6636
2019-08-21,26.5,11.59,60.09,6636
2019-08-22,25.6,17.9,60.29,6636
2019-08-23,23.9,12.78,59.43,6636
2019-08-26,24.4,5.09,58.59,6636
2019-08-27,21.9,9.66,58.07,6636
2019-08-28,23.1,7.57,58.99,6636
2019-08-29,22.1,23.55,59.32,6636
2019-08-30,22.7,21.55,59.62,6636
2019-09-02,21.1,4.46,57.62,5750
2019-09-03,22,7.68,56.48,5625
2019-09-04,24.3,14.09,56.72,5625
2019-09-05,25.4,12.34,58.53,5625
2019-09-06,26.1,10.18,59.23,5625
2019-09-09,25.4,21.84,60.12,5625
2019-09-10,26.3,4.46,60.89,5625
2019-09-11,23.7,6.77,60.89,5625
2019-09-16,21.5,22.84,63.88,5625
2019-09-17,19.8,22.55,67.53,5625
2019-09-18,21.2,21.26,63.3,5625
2019-09-19,19.7,7.35,63.23,5625
2019-09-20,18.6,2.96,64.28,5625
2019-09-23,17.7,18.9,63.59,5625
2019-09-24,17.7,13,63.46,5625
2019-09-25,17.5,11.68,61.57,5625
2019-09-26,19.4,18.34,61.73,5625
2019-09-27,21.1,16.68,62.07,5625
2019-09-30,22,5.67,60.94,5625
2019-10-01,22.8,1.63,59.22,5625
2019-10-02,21.9,9.67,58.67,5625
2019-10-04,21.1,11.16,57.84,5625
2019-10-07,15.2,15.38,58.24,5625
2019-10-08,15.4,19.03,58.03,5625
2019-10-10,13.6,17.45,57.77,5625
2019-10-11,17.6,18.17,60.44,5625
2019-10-14,13.7,12.86,60.03,5625
2019-10-15,13.5,13.92,59.42,5625
2019-10-16,10.8,10.88,58.8,5625
2019-10-17,12.4,3.39,59.23,5625
2019-10-18,13.4,14.44,59.7,5625
2019-10-21,13.3,15.23,59.38,5625
2019-10-22,13.4,5.98,58.95,5625
2019-10-23,13.9,10.63,59.67,5625
2019-10-24,17.4,13.5,61.04,5625
2019-10-25,16,14.99,61.46,5625
2019-10-28,8.5,12.29,61.06,5625
2019-10-29,10.1,15.82,61,5625
2019-10-30,8.4,14.69,61.32,5625
2019-10-31,10,13.82,61.1,5625
2019-11-01,12,8.54,58.72,5625
2019-11-04,12.3,13,60.74,5625
2019-11-05,9.1,12.2,61.34,5625
2019-11-06,8.7,12.91,61.49,5625
2019-11-07,8.7,13.91,61.13,5625
2019-11-08,5.2,13.4,60.88,5625
2019-11-11,9.8,10.09,61.15,5625
2019-11-12,7,3.79,62.16,5625
2019-11-13,6.7,14.36,61.48,5625
2019-11-14,2.8,11.42,62.47,5625
2019-11-15,5,9.59,61.93,5625
2019-11-18,9.5,12.97,62.84,5625
2019-11-19,3.8,13.29,61.86,5625
2019-11-20,0.2,11.04,60.45,5625
2019-11-21,2.8,11.74,62.13,5625
2019-11-22,7.1,9.5,63.74,5625
2019-11-25,7.8,9.39,63.43,5500
2019-11-26,7.8,7.04,63.1,5500
2019-11-27,4.8,7.19,63.69,5500
2019-11-28,3.7,11.3,63.33,5500
2019-11-29,1.8,7.5,63.83,5500
2019-12-02,3.9,8.85,60.83,5500
2019-12-03,1.3,10.89,60.98,5500
2019-12-04,2.5,10.98,61.11,5500
2019-12-05,-1.6,11.43,62.73,5500
2019-12-09,-1.2,6.79,63.74,5500
2019-12-10,1.4,6.01,63.84,5500
2019-12-11,4.4,10.88,63.78,5500
2019-12-12,-0.2,8.52,64.01,5500
2019-12-13,-1.9,9.75,64.92,5500
2019-12-16,3.8,3.66,65.54,5500
2019-12-17,6.1,9.13,65.62,5500
2019-12-18,3.9,10.02,66.14,5500
2019-12-19,1.2,9.85,66.48,5500
2019-12-20,-0.9,6.51,66.87,5500
2019-12-23,1.1,8.56,66.21,5500
2019-12-24,-0.2,8.99,66.77,5500
2019-12-26,2.4,10.7,67.88,5500
2019-12-27,-1.2,10.33,67.81,5500
2019-12-30,4.2,3.37,67.81,5500
2019-12-31,-3.5,11.09,67.27,5500
2020-01-02,-0.5,9.22,65.69,5500
2020-01-03,-0.4,9.85,67.79,5500
2020-01-06,0.2,1.86,69.65,5500
2020-01-07,4.9,0.68,68.34,5500
2020-01-08,6.9,7.37,69.24,5500
2020-01-09,0.6,9.95,66.17,5500
2020-01-10,-1.8,10.61,65.93,5500
2020-01-13,-0.9,10.16,65.68,5500
2020-01-14,-0.8,10.5,64.78,5500
2020-01-15,-3.4,11.95,64.61,5500
2020-01-16,-3.3,11.02,64.74,5500
2020-01-17,-2,9.35,65.1,5500
2020-01-20,1.5,10.37,65.24,5500
2020-01-21,-1.7,12.67,64.27,5500
2020-01-22,1.3,2.44,64.26,5500
2020-01-23,4.5,4.78,62.77,5500
2020-01-28,6.1,8.64,58.57,5500
2020-01-29,5.9,8.58,59.37,5500
2020-01-30,4.3,7.3,57.76,5500
2020-01-31,2.4,6.52,58.45,5500
2020-02-03,-0.9,13.25,55.23,5500
2020-02-04,-2.2,15.07,53.99,5500
2020-02-05,-3.1,15.76,53.57,5500
2020-02-06,-5.8,13.58,55.18,5500
2020-02-07,-2.8,13.71,54.37,5500
2020-02-10,1.4,14.76,53.33,5500
2020-02-11,3,14.39,53.03,5500
2020-02-12,5.2,1.07,54.23,5500
2020-02-13,7.2,13.59,54.54,5500
2020-02-14,5.8,13.42,55.23,5500
2020-02-17,-2.2,12.8,55.98,5500
2020-02-18,-3.1,17.62,55.11,5500
2020-02-19,0.1,16.04,56.39,5500
2020-02-20,2.9,15.8,56.92,5500
2020-02-21,6.1,12.26,56.41,5500
2020-02-24,5.1,15.94,54.64,5500
2020-02-25,6.1,1.03,54.48,5500
2020-02-26,7.9,9.68,52.28,5500
2020-02-27,4.2,11.52,50.62,5500
2020-02-28,2.8,4.1,49.05,5500
2020-03-02,5.3,18.49,50.58,5500
2020-03-03,5.7,13.09,51.72,5500
2020-03-04,5.1,18.07,50.81,5500
2020-03-05,1.5,19.61,50.78,5500
2020-03-06,1.9,20.69,48.58,5500
2020-03-09,7.6,11.91,32.87,5500
